,A,B,support,confidence,lift
2245,Hypotension NOS,Hypertension NOS,0.07108700004620289,0.028991425071457737,0.4078301947277956
1029,Pneumonia,Acute kidney failure NOS,0.04121875529408141,0.02890610239939543,0.7012851842119078
829,Thrombocytopenia NOS,Acute kidney failure NOS,0.04121875529408141,0.028766310794780547,0.6978937279775427
1486,Hyperpotassemia,CHF NOS,0.061386317783493245,0.028616600790513834,0.46617229740743343
1245,Status-post ptca,Hypertension NOS,0.07108700004620289,0.028600612870275793,0.40233253410169045
49,Tobacco use disorder,Depressive disorder NEC,0.01734533581802221,0.02859851477326592,1.6487726195275731
2305,Hypertension NOS,Hyperlipidemia NEC/NOS,0.03261154148249681,0.02846233006553648,0.8727686203000468
856,Chr pulmon heart dis NEC,Crnry athrscl natve vssl,0.04517295282684696,0.028444444444444446,0.6296786608897412
605,Obstructive sleep apnea,Hyperlipidemia NEC/NOS,0.03261154148249681,0.0284339457567804,0.871898244124443
1686,Neuropathy in diabetes,CHF NOS,0.061386317783493245,0.02836004932182491,0.4619930034221879
547,Aortocoronary bypass,Atrial fibrillation,0.04868822288275246,0.028064382996285598,0.576410091283641
2337,Hypertension NOS,CHF NOS,0.061386317783493245,0.02800194984563722,0.45615946446566197
1880,CHF NOS,Acute kidney failure NOS,0.04121875529408141,0.0279424216765453,0.6779055184268883
63,Hyposmolality,Acute respiratry failure,0.030865457177619317,0.027922385234264078,0.9046483605793056
2061,Need prphyl vc vrl hepat,Pure hypercholesterolem,0.020096333030447704,0.027847676564334845,1.3857093491704768
1580,Hyp kid NOS w cr kid V,Acute kidney failure NOS,0.04121875529408141,0.027806925498426022,0.6746182726778945
1155,Anemia NOS,Hyperlipidemia NEC/NOS,0.03261154148249681,0.027789653698161606,0.8521416785243594
932,Long-term use of insulin,Neuropathy in diabetes,0.010928909149712772,0.027759330588391553,2.539990973309638
2006,Hy kid NOS w cr kid I-IV,Crnry athrscl natve vssl,0.04517295282684696,0.0273972602739726,0.60649699786041
2247,Hypotension NOS,Atrial fibrillation,0.04868822288275246,0.02735810534912209,0.5619039621759033
210,Esophageal reflux,Pure hypercholesterolem,0.020096333030447704,0.02720646604604171,1.353802507393838
1987,Pleural effusion NOS,CHF NOS,0.061386317783493245,0.027171833141982394,0.4426366350530458
2352,Hypothyroidism NOS,DMII wo cmp nt st uncntr,0.03424404367713419,0.027153044432254525,0.7929275142931048
502,Aortocoronary bypass,DMII wo cmp nt st uncntr,0.03424404367713419,0.027101389462099328,0.791419077653956
5,Tobacco use disorder,Crnry athrscl natve vssl,0.04517295282684696,0.02701848633275399,0.5981120259354952
104,DMII wo cmp nt st uncntr,Hyperlipidemia NEC/NOS,0.03261154148249681,0.02687204857207106,0.8240042436047914
506,Aortocoronary bypass,Crnry athrscl natve vssl,0.04517295282684696,0.026826248452331822,0.5938564289821803
2397,Hypothyroidism NOS,Atrial fibrillation,0.04868822288275246,0.026787346864143354,0.5501812405158174
1402,NB obsrv suspct infect,DMII wo cmp nt st uncntr,0.03424404367713419,0.026754075124025514,0.781276749214347
1036,Pneumonia,CHF NOS,0.061386317783493245,0.026638957113168337,0.43395593798479215
2496,Chr airway obstruct NEC,Hypertension NOS,0.07108700004620289,0.02650722471350274,0.37288427836699267
745,Acute respiratry failure,Hypertension NOS,0.07108700004620289,0.02644545624649161,0.3720153646841677
1055,Asthma NOS,Hyperlipidemia NEC/NOS,0.03261154148249681,0.026321076953988345,0.8071092551118852
1129,Chronic kidney dis NOS,Acute kidney failure NOS,0.04121875529408141,0.026260226972816048,0.6370941282787049
663,Subendo infarct,Acute respiratry failure,0.030865457177619317,0.026241799437675725,0.8501996029627507
1404,NB obsrv suspct infect,Esophageal reflux,0.02667639494232339,0.026222537207654145,0.982986541635385
2002,Hy kid NOS w cr kid I-IV,DMII wo cmp nt st uncntr,0.03424404367713419,0.026211801896733403,0.7654412003403627
376,Ac posthemorrhag anemia,Urin tract infection NOS,0.02810868460365619,0.02620289855072464,0.9321993867801391
1727,Severe sepsis,Urin tract infection NOS,0.02810868460365619,0.025942580421999307,0.9229382586841104
2237,Hypotension NOS,CHF NOS,0.061386317783493245,0.0259289505920784,0.4223897364805074
342,Crnry athrscl natve vssl, initial,0.010270517934422695,0.025910931174089068,2.522845618841278
479,Septic shock,Acute kidney failure NOS,0.04121875529408141,0.025795053003533568,0.6258086354014061
895,Chr pulmon heart dis NEC,Hypertension NOS,0.07108700004620289,0.025777777777777778,0.3626229516089236
1152,Anemia NOS,DMII wo cmp nt st uncntr,0.03424404367713419,0.025651988029072252,0.7490934269015922
1397,Urin tract infection NOS,Atrial fibrillation,0.04868822288275246,0.025409218546674887,0.5218760727386492
597,Pure hypercholesterolem,Atrial fibrillation,0.04868822288275246,0.02538557333077881,0.5213904272478902
1423,NB obsrv suspct infect,Anemia NOS,0.022514284394203075,0.025336640680368533,1.1253584718372018
363,Ac posthemorrhag anemia,Acute respiratry failure,0.030865457177619317,0.025275362318840578,0.8188883182060189
729,Acute respiratry failure,Acute kidney failure NOS,0.04121875529408141,0.025010914987837585,0.6067848194200298
686,Subendo infarct,CHF NOS,0.061386317783493245,0.02492970946579194,0.40611182370830406
677,Subendo infarct,NB obsrv suspct infect,0.010865380172798818,0.02492970946579194,2.2944166765745377
554,Pure hypercholesterolem,Esophageal reflux,0.02667639494232339,0.024906600249066,0.9336569016509227
246,Esophageal reflux,Hypothyroidism NOS,0.021056968166207203,0.02482499819585769,1.1789445659939555
81,Hyposmolality, organism NOS,0.020379325745791686,0.024767313456381133,1.2153156471084703
505,Aortocoronary bypass,Hyperlipidemia NEC/NOS,0.03261154148249681,0.02462512037419177,0.7551044585674832
297,Hyperlipidemia NEC/NOS,Atrial fibrillation,0.04868822288275246,0.02461629279811098,0.5055902914630958
2311,Hypertension NOS,Pure hypercholesterolem,0.020096333030447704,0.024345989275848995,1.2114642626076453
1531,Acute kidney failure NOS, organism NOS,0.020379325745791686,0.024239876698893093,1.1894346751829417
541,Aortocoronary bypass,Old myocardial infarct,0.014525034267145123,0.02407483835465676,1.657472052173591
845,Thrombocytopenia NOS,Hypertension NOS,0.07108700004620289,0.02402135231316726,0.33791484093511637
736,Acute respiratry failure,CHF NOS,0.061386317783493245,0.024012973242686957,0.3911779385005568
1154,Anemia NOS,Esophageal reflux,0.02667639494232339,0.02377084224027362,0.891081508264823
1386,Urin tract infection NOS,CHF NOS,0.061386317783493245,0.02376549551400589,0.38714645823562366
2547,Depressive disorder NEC,Hypothyroidism NOS,0.021056968166207203,0.023751387347391788,1.1279585531932685
1849,History of tobacco use,Depressive disorder NEC,0.01734533581802221,0.02374327583008718,1.368856508700014
1786,Food/vomit pneumonitis,CHF NOS,0.061386317783493245,0.02373351839000694,0.3866255420908936
1780,Food/vomit pneumonitis,Acute kidney failure NOS,0.04121875529408141,0.02359472588480222,0.5724269380883071
1536,Acute kidney failure NOS,CHF NOS,0.061386317783493245,0.02358600719256457,0.38422254411400514
822,Thrombocytopenia NOS,Anemia NOS,0.022514284394203075,0.023576512455516015,1.047180183154586
405,Hx-ven thrombosis/embols,Hyperlipidemia NEC/NOS,0.03261154148249681,0.023504273504273504,0.7207348207348206
1797,Food/vomit pneumonitis,Atrial fibrillation,0.04868822288275246,0.0234559333795975,0.4817578459596364
2005,Hy kid NOS w cr kid I-IV,Hyperlipidemia NEC/NOS,0.03261154148249681,0.02344573234984194,0.7189397153282583
807,Thrombocytopenia NOS,Ac posthemorrhag anemia,0.016604164420692735,0.0234282325029656,1.4109853353275914
386,Ac posthemorrhag anemia,CHF NOS,0.061386317783493245,0.023420289855072465,0.3815229631084041
202,Esophageal reflux,DMII wo cmp nt st uncntr,0.03424404367713419,0.023381684347261313,0.6827956583548569
397,Ac posthemorrhag anemia,Atrial fibrillation,0.04868822288275246,0.02307246376811594,0.47388182196909134
2054,Need prphyl vc vrl hepat,Esophageal reflux,0.02667639494232339,0.022982721019963095,0.8615377403751021
1205,Status-post ptca,Hyperlipidemia NEC/NOS,0.03261154148249681,0.022982635342185902,0.7047393130594912
1953,Pleural effusion NOS,Acidosis,0.01911259644853768,0.022962112514351322,1.2014125122234856
1052,Asthma NOS,DMII wo cmp nt st uncntr,0.03424404367713419,0.022905364677516575,0.6688860957390729
1453,Hyperpotassemia,Acidosis,0.01911259644853768,0.02276679841897233,1.1911933828705015
2427,Atrial fibrillation,Urin tract infection NOS,0.02810868460365619,0.02253766161875766,0.8018042087898383
1586,Hyp kid NOS w cr kid V,CHF NOS,0.061386317783493245,0.022455403987408185,0.36580470694801037
656,Subendo infarct,Crnry athrscl natve vssl,0.04517295282684696,0.02211808809746954,0.48963122207774806
1714,Severe sepsis,Acute respiratry failure,0.030865457177619317,0.022022368269341636,0.7134956123478435
2361,Hypothyroidism NOS,Pure hypercholesterolem,0.020096333030447704,0.021941854086670324,1.0918337217753356
1824,History of tobacco use,Status-post ptca,0.011308157890683956,0.021888332405861622,1.935623168464421
636,Obstructive sleep apnea,CHF NOS,0.061386317783493245,0.021726450860309127,0.3539298600208817
1186,Anemia NOS,CHF NOS,0.061386317783493245,0.02171868319794784,0.35380332266464737
1656,Neuropathy in diabetes,Crnry athrscl natve vssl,0.04517295282684696,0.02166637308437555,0.47963154340220376
1045,Pneumonia,Hypertension NOS,0.07108700004620289,0.021632344606083508,0.30430802526514833
1823,History of tobacco use,Anemia NOS,0.022514284394203075,0.021517343721016508,0.9557196375540473
803,Thrombocytopenia NOS,Acidosis,0.01911259644853768,0.021500593119810202,1.1249436034346465
1844,History of tobacco use,Long-term use anticoagul,0.01737421262571037,0.02133184937859395,1.2277879773974372
1841,History of tobacco use,Old myocardial infarct,0.014525034267145123,0.02133184937859395,1.4686264408233096
2052,Need prphyl vc vrl hepat,DMII wo cmp nt st uncntr,0.03424404367713419,0.021305150142593526,0.6221563768422488
1381,Urin tract infection NOS, organism NOS,0.020379325745791686,0.021231422505307854,1.0418118229300166
709,Acute respiratry failure,Septic shock,0.010896182100999522,0.02120626208445082,1.9462103228345955
1509,Acute kidney failure NOS,Septic shock,0.010896182100999522,0.021204053990939237,1.9460076744673862
404,Hx-ven thrombosis/embols,Esophageal reflux,0.02667639494232339,0.021173271173271172,0.7937081160722641
1769,Food/vomit pneumonitis,Septicemia NOS,0.015135297469621597,0.02109646079111728,1.3938583522035475
302,Crnry athrscl natve vssl,DMII wo cmp nt st uncntr,0.03424404367713419,0.021095248242062648,0.6160267882191903
2456,Chr airway obstruct NEC,Crnry athrscl natve vssl,0.04517295282684696,0.021026407573492775,0.4654645370226156
48,Tobacco use disorder,Chr airway obstruct NEC,0.019318584343379897,0.02101437825880866,1.087780444223382
1,Tobacco use disorder,DMII wo cmp nt st uncntr,0.03424404367713419,0.02101437825880866,0.6136652101293928
156,Acidosis,Ac posthemorrhag anemia,0.016604164420692735,0.020850120870265915,1.2557163577759871
2354,Hypothyroidism NOS,Esophageal reflux,0.02667639494232339,0.020844761382336808,0.7813934914145985
2255,Long-term use anticoagul,Hyperlipidemia NEC/NOS,0.03261154148249681,0.020831024930747923,0.6387623517253334
181,Acidosis, organism NOS,0.020379325745791686,0.02064867042707494,1.0132165648973384
652,Subendo infarct,DMII wo cmp nt st uncntr,0.03424404367713419,0.020618556701030927,0.6021063661590461
254,Hyperlipidemia NEC/NOS,Esophageal reflux,0.02667639494232339,0.020602125147579694,0.7722979507584598
1846,History of tobacco use,Hypothyroidism NOS,0.021056968166207203,0.020589872008903727,0.9778175018541803
2111,Old myocardial infarct,Pure hypercholesterolem,0.020096333030447704,0.02041086812458582,1.0156513675236953
1096,Asthma NOS,Hypothyroidism NOS,0.021056968166207203,0.020293349407273457,0.9637355789823902
1956,Pleural effusion NOS,Crnry athrscl natve vssl,0.04517295282684696,0.020283199387677,0.4490120330505025
2147,Old myocardial infarct,Atrial fibrillation,0.04868822288275246,0.020278330019880716,0.41649353414918344
979,Septicemia NOS,Acute kidney failure NOS,0.04121875529408141,0.020223861612821165,0.49064707239534483
56,Hyposmolality,Ac posthemorrhag anemia,0.016604164420692735,0.02019245937845086,1.2161081320831932
2102,Old myocardial infarct,DMII wo cmp nt st uncntr,0.03424404367713419,0.020145791915175612,0.5883006138269699
1995,Pleural effusion NOS,Hypertension NOS,0.07108700004620289,0.020091848450057407,0.282637450405823
1297,Prim cardiomyopathy NEC,Atrial fibrillation,0.04868822288275246,0.02008435428800964,0.412509496113164
1695,Neuropathy in diabetes,Hypertension NOS,0.07108700004620289,0.02008102871234807,0.2824852462376586
990,Septicemia NOS,Need prphyl vc vrl hepat,0.011475643375275292,0.019969473416433476,1.7401615546417608
1384,Urin tract infection NOS,Food/vomit pneumonitis,0.013870493292880134,0.019861653311417028,1.4319356126729983
1400,NB obsrv suspct infect,Tobacco use disorder,0.012184087723891516,0.019844082211197732,1.6286883893888828
2327,Hypertension NOS,Urin tract infection NOS,0.02810868460365619,0.019769268266262255,0.7033153114425995
2030,Hy kid NOS w cr kid I-IV,Acute kidney failure NOS,0.04121875529408141,0.01975763962065332,0.47933615364388055
2523,Depressive disorder NEC,Anemia NOS,0.022514284394203075,0.019755826859045506,0.8774796708232125
1156,Anemia NOS,Crnry athrscl natve vssl,0.04517295282684696,0.019752030782385636,0.4372534790474602
655,Subendo infarct,Hyperlipidemia NEC/NOS,0.03261154148249681,0.019681349578256794,0.6035087175753444
679,Subendo infarct,Acute kidney failure NOS,0.04121875529408141,0.019681349578256794,0.4774852961433999
1736,Severe sepsis,CHF NOS,0.061386317783493245,0.019601060763288367,0.319306670786484
1985,Pleural effusion NOS,Food/vomit pneumonitis,0.013870493292880134,0.01951779563719862,1.4071450254200624
305,Crnry athrscl natve vssl,Hyperlipidemia NEC/NOS,0.03261154148249681,0.01947581504368208,0.5972062085484396
604,Obstructive sleep apnea,Esophageal reflux,0.02667639494232339,0.019393409157188686,0.7269876307918993
1545,Acute kidney failure NOS,Hypertension NOS,0.07108700004620289,0.019382560366166923,0.2726597036528375
596,Pure hypercholesterolem,Hypothyroidism NOS,0.021056968166207203,0.01935051250119743,0.9189600491609072
697,Subendo infarct,Atrial fibrillation,0.04868822288275246,0.01930646672914714,0.3965325819272478
1790,Food/vomit pneumonitis,Need prphyl vc vrl hepat,0.011475643375275292,0.019292158223455935,1.681139574711917
1864,CHF NOS,Acute respiratry failure,0.030865457177619317,0.01922413522752219,0.6228365618203672
2110,Old myocardial infarct,Aortocoronary bypass,0.013993701005682957,0.019218025182239893,1.3733339860866898
2387,Hypothyroidism NOS,CHF NOS,0.061386317783493245,0.019199122325836534,0.31275898309377287
1877,CHF NOS,Urin tract infection NOS,0.02810868460365619,0.018973249286543106,0.6749959862609577
1527,Acute kidney failure NOS,Urin tract infection NOS,0.02810868460365619,0.01896221568352716,0.6746034526660376
151,Acidosis,Hyposmolality,0.012203338929016956,0.018835616438356163,1.5434805628129409
205,Esophageal reflux,Crnry athrscl natve vssl,0.04517295282684696,0.018835245724182725,0.41695847947731807
945,Long-term use of insulin,Hypertension NOS,0.07108700004620289,0.018727586664895737,0.2634460119673607
353,Ac posthemorrhag anemia,Acidosis,0.01911259644853768,0.018666666666666668,0.9766682782702123
2430,Atrial fibrillation,Acute kidney failure NOS,0.04121875529408141,0.018583685896168597,0.4508550965108115
661,Subendo infarct,Pure hypercholesterolem,0.020096333030447704,0.018556701030927835,0.9233874161426768
184,Acidosis,Food/vomit pneumonitis,0.013870493292880134,0.018432715551974215,1.3289156458073423
602,Obstructive sleep apnea,DMII wo cmp nt st uncntr,0.03424404367713419,0.01837270341207349,0.5365226018661317
1097,Asthma NOS,Atrial fibrillation,0.04868822288275246,0.01828410689170183,0.3755344888173948
1357,Urin tract infection NOS,Ac posthemorrhag anemia,0.016604164420692735,0.018217930278748032,1.0971904286881284
